display_name,pdl_name,type
"Jefferson, Wisconsin","jefferson, wisconsin, united states",city
"Acton, California","acton, california, united states",city
"Mount Horeb, Wisconsin","mount horeb, wisconsin, united states",city
"Ripley, Tennessee","ripley, tennessee, united states",city
"Earlimart, California","earlimart, california, united states",city
"Fanwood, New Jersey","fanwood, new jersey, united states",city
"St. Johns, Michigan","st. johns, michigan, united states",city
"Hudsonville, Michigan","hudsonville, michigan, united states",city
"Dunellen, New Jersey","dunellen, new jersey, united states",city
"Brigantine, New Jersey","brigantine, new jersey, united states",city
"Ruidoso, New Mexico","ruidoso, new mexico, united states",city
"Fairlawn, Ohio","fairlawn, ohio, united states",city
"Homestead Meadows South, Texas","homestead meadows south, texas, united states",city
"Bloomingdale, New Jersey","bloomingdale, new jersey, united states",city
"Commerce, Georgia","commerce, georgia, united states",city
"Boonville, Missouri","boonville, missouri, united states",city
"Floresville, Texas","floresville, texas, united states",city
"Shorewood, Minnesota","shorewood, minnesota, united states",city
"Inverness, Florida","inverness, florida, united states",city
"Ashland, Virginia","ashland, virginia, united states",city
"Seward, Nebraska","seward, nebraska, united states",city
"Ludington, Michigan","ludington, michigan, united states",city
"Thousand Palms, California","thousand palms, california, united states",city
"New Albany, Mississippi","new albany, mississippi, united states",city
"Gold River, California","gold river, california, united states",city
"Oak Ridge, North Carolina","oak ridge, north carolina, united states",city
"Woodlake, California","woodlake, california, united states",city
"Canfield, Ohio","canfield, ohio, united states",city
"Nibley, Utah","nibley, utah, united states",city
"Collinsville, Virginia","collinsville, virginia, united states",city
"Wellington, Kansas","wellington, kansas, united states",city
"Beacon Square, Florida","beacon square, florida, united states",city
"Utuado, Puerto Rico","utuado, puerto rico, puerto rico",city
"Ilion, New York","ilion, new york, united states",city
"Park City, Illinois","park city, illinois, united states",city
"Catoosa, Oklahoma","catoosa, oklahoma, united states",city
"Lamar, Colorado","lamar, colorado, united states",city
"Hales Corners, Wisconsin","hales corners, wisconsin, united states",city
"Clinton, South Carolina","clinton, south carolina, united states",city
"Middletown, Pennsylvania","middletown, pennsylvania, united states",city
"Pittston, Pennsylvania","pittston, pennsylvania, united states",city
"Mystic Island, New Jersey","mystic island, new jersey, united states",city
"Westmere, New York","westmere, new york, united states",city
"Farmville, Virginia","farmville, virginia, united states",city
"Newberry, Florida","newberry, florida, united states",city
"Albion, Michigan","albion, michigan, united states",city
"Kenton, Ohio","kenton, ohio, united states",city
"Port Jefferson Station, New York","port jefferson station, new york, united states",city
"Clear Lake, Iowa","clear lake, iowa, united states",city
"Hubbard, Ohio","hubbard, ohio, united states",city
"Hewlett, New York","hewlett, new york, united states",city
"Marshfield, Missouri","marshfield, missouri, united states",city
"Decorah, Iowa","decorah, iowa, united states",city
"Madras, Oregon","madras, oregon, united states",city
"Marion, North Carolina","marion, north carolina, united states",city
"Baywood, New York","baywood, new york, united states",city
"London, Kentucky","london, kentucky, united states",city
"Brighton, Michigan","brighton, michigan, united states",city
"Ojai, California","ojai, california, united states",city
"Ellwood City, Pennsylvania","ellwood city, pennsylvania, united states",city
"Uniontown, Ohio","uniontown, ohio, united states",city
"Arcadia, Florida","arcadia, florida, united states",city
"Dade City, Florida","dade city, florida, united states",city
"Southwest Ranches, Florida","southwest ranches, florida, united states",city
"Lander, Wyoming","lander, wyoming, united states",city
"Kenai, Alaska","kenai, alaska, united states",city
"Freeland, Michigan","freeland, michigan, united states",city
"Swainsboro, Georgia","swainsboro, georgia, united states",city
"Pikeville, Kentucky","pikeville, kentucky, united states",city
"Macclenny, Florida","macclenny, florida, united states",city
"Laurel Hill, Virginia","laurel hill, virginia, united states",city
"Fort Scott, Kansas","fort scott, kansas, united states",city
"Mount Sterling, Kentucky","mount sterling, kentucky, united states",city
"Northridge, Ohio","northridge, ohio, united states",city
"Blandon, Pennsylvania","blandon, pennsylvania, united states",city
"Gresham Park, Georgia","gresham park, georgia, united states",city
"Independence, Ohio","independence, ohio, united states",city
"Hughson, California","hughson, california, united states",city
"Inverness, Illinois","inverness, illinois, united states",city
"Monahans, Texas","monahans, texas, united states",city
"Chehalis, Washington","chehalis, washington, united states",city
"Loughman, Florida","loughman, florida, united states",city
"Cotati, California","cotati, california, united states",city
"Umatilla, Oregon","umatilla, oregon, united states",city
"New Cumberland, Pennsylvania","new cumberland, pennsylvania, united states",city
"California Polytechnic State University, California","california polytechnic state university, california, united states",city
"Fairfax, California","fairfax, california, united states",city
"Crete, Nebraska","crete, nebraska, united states",city
"White Oak, Pennsylvania","white oak, pennsylvania, united states",city
"River Oaks, Texas","river oaks, texas, united states",city
"Hastings, Michigan","hastings, michigan, united states",city
"Bull Run, Virginia","bull run, virginia, united states",city
"Longboat Key, Florida","longboat key, florida, united states",city
"North Springfield, Virginia","north springfield, virginia, united states",city
"Williston Park, New York","williston park, new york, united states",city
"Iron Mountain, Michigan","iron mountain, michigan, united states",city
"Lampasas, Texas","lampasas, texas, united states",city
"Camp Swift, Texas","camp swift, texas, united states",city
"Berlin, New Jersey","berlin, new jersey, united states",city
"Great Neck Plaza, New York","great neck plaza, new york, united states",city
"Winfield, Indiana","winfield, indiana, united states",city
"Breaux Bridge, Louisiana","breaux bridge, louisiana, united states",city
"North Riverside, Illinois","north riverside, illinois, united states",city
"Union, Kentucky","union, kentucky, united states",city
"Knoxville, Iowa","knoxville, iowa, united states",city
"New London, Wisconsin","new london, wisconsin, united states",city
"Meraux, Louisiana","meraux, louisiana, united states",city
"Tell City, Indiana","tell city, indiana, united states",city
"Haddon Heights, New Jersey","haddon heights, new jersey, united states",city
"Franklin, California","franklin, california, united states",city
"Hitchcock, Texas","hitchcock, texas, united states",city
"Eagle, Colorado","eagle, colorado, united states",city
"Mechanicstown, New York","mechanicstown, new york, united states",city
"Inverness Highlands South, Florida","inverness highlands south, florida, united states",city
"Pocahontas, Arkansas","pocahontas, arkansas, united states",city
"Lockwood, Montana","lockwood, montana, united states",city
"Thompsonville, Connecticut","thompsonville, connecticut, united states",city
"Reserve, Louisiana","reserve, louisiana, united states",city
"Vernon, Wisconsin","vernon, wisconsin, united states",city
"Viola, New York","viola, new york, united states",city
"Nyack, New York","nyack, new york, united states",city
"Wickenburg, Arizona","wickenburg, arizona, united states",city
"Sebastopol, California","sebastopol, california, united states",city
"Creston, Iowa","creston, iowa, united states",city
"Luquillo, Puerto Rico","luquillo, puerto rico, puerto rico",city
"Georgetown, Delaware","georgetown, delaware, united states",city
"Winters, California","winters, california, united states",city
"Forestbrook, South Carolina","forestbrook, south carolina, united states",city
"DuBois, Pennsylvania","dubois, pennsylvania, united states",city
"Palmyra, New Jersey","palmyra, new jersey, united states",city
"Mantua, Virginia","mantua, virginia, united states",city
"Prairie Grove, Arkansas","prairie grove, arkansas, united states",city
"Alamo Heights, Texas","alamo heights, texas, united states",city
"Old Town, Maine","old town, maine, united states",city
"Welcome, South Carolina","welcome, south carolina, united states",city
"Jerseyville, Illinois","jerseyville, illinois, united states",city
"Kimberly, Wisconsin","kimberly, wisconsin, united states",city
"Batesville, Mississippi","batesville, mississippi, united states",city
"Trumann, Arkansas","trumann, arkansas, united states",city
"Montevallo, Alabama","montevallo, alabama, united states",city
"Escalon, California","escalon, california, united states",city
"Caribou, Maine","caribou, maine, united states",city
"Belen, New Mexico","belen, new mexico, united states",city
"South Apopka, Florida","south apopka, florida, united states",city
"Hartsville, South Carolina","hartsville, south carolina, united states",city
"Lexington, Virginia","lexington, virginia, united states",city
"Red Chute, Louisiana","red chute, louisiana, united states",city
"Page, Arizona","page, arizona, united states",city
"Mascotte, Florida","mascotte, florida, united states",city
"Belle Plaine, Minnesota","belle plaine, minnesota, united states",city
"Hudson Falls, New York","hudson falls, new york, united states",city
"Williamsburg, Florida","williamsburg, florida, united states",city
"Pleasantville, New York","pleasantville, new york, united states",city
"Bloomfield, New Mexico","bloomfield, new mexico, united states",city
"Crookston, Minnesota","crookston, minnesota, united states",city
